2022-10-07 09:08:46 startup archives install
2022-10-07 09:09:12 status half-configured grep:amd64 2.24-1
2022-10-07 09:09:12 status installed grep:amd64 2.24-1
2022-10-07 09:09:12 configure debconf:all 1.5.58ubuntu1 <none>
2022-10-07 09:09:12 status unpacked debconf:all 1.5.58ubuntu1
2022-10-07 09:09:12 status unpacked debconf:all 1.5.58ubuntu1
2022-10-07 09:09:12 status unpacked debconf:all 1.5.58ubuntu1
2022-10-07 09:09:12 status half-configured debconf:all 1.5.58ubuntu1
2022-10-07 09:09:13 status installed debconf:all 1.5.58ubuntu1
2022-10-07 09:09:13 configure tzdata:all 2016d-0ubuntu0.16.04 <none>
2022-10-07 09:09:13 status unpacked tzdata:all 2016d-0ubuntu0.16.04
2022-10-07 09:09:13 status half-configured tzdata:all 2016d-0ubuntu0.16.04
2022-10-07 09:09:13 status installed tzdata:all 2016d-0ubuntu0.16.04
2022-10-07 09:09:13 configure gzip:amd64 1.6-4ubuntu1 <none>
2022-10-07 09:09:13 status unpacked gzip:amd64 1.6-4ubuntu1
2022-10-07 09:09:13 status half-configured gzip:amd64 1.6-4ubuntu1
2022-10-07 09:09:13 status installed gzip:amd64 1.6-4ubuntu1
2022-10-07 09:09:13 configure dash:amd64 0.5.8-2.1ubuntu2 <none>
2022-10-07 09:09:13 status unpacked dash:amd64 0.5.8-2.1ubuntu2
2022-10-07 09:09:13 status half-configured dash:amd64 0.5.8-2.1ubuntu2
2022-10-07 09:09:13 status installed dash:amd64 0.5.8-2.1ubuntu2
2022-10-07 09:09:13 configure init-system-helpers:all 1.29ubuntu1 <none>
2022-10-07 09:09:13 status unpacked init-system-helpers:all 1.29ubuntu1
2022-10-07 09:09:13 status half-configured init-system-helpers:all 1.29ubuntu1
2022-10-07 09:09:13 status installed init-system-helpers:all 1.29ubuntu1
2022-10-07 09:09:13 configure sysvinit-utils:amd64 2.88dsf-59.3ubuntu2 <none>
2022-10-07 09:09:13 status unpacked sysvinit-utils:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:13 status half-configured sysvinit-utils:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:13 status installed sysvinit-utils:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:13 configure sysv-rc:all 2.88dsf-59.3ubuntu2 <none>
2022-10-07 09:09:13 status unpacked sysv-rc:all 2.88dsf-59.3ubuntu2
2022-10-07 09:09:13 status half-configured sysv-rc:all 2.88dsf-59.3ubuntu2
2022-10-07 09:09:13 status installed sysv-rc:all 2.88dsf-59.3ubuntu2
2022-10-07 09:09:13 configure libpam0g:amd64 1.1.8-3.2ubuntu2 <none>
2022-10-07 09:09:13 status unpacked libpam0g:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:13 status half-configured libpam0g:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:14 status installed libpam0g:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:14 configure locales:all 2.23-0ubuntu3 <none>
2022-10-07 09:09:14 status unpacked locales:all 2.23-0ubuntu3
2022-10-07 09:09:14 status unpacked locales:all 2.23-0ubuntu3
2022-10-07 09:09:14 status half-configured locales:all 2.23-0ubuntu3
2022-10-07 09:09:15 status installed locales:all 2.23-0ubuntu3
2022-10-07 09:09:15 configure libpam-modules-bin:amd64 1.1.8-3.2ubuntu2 <none>
2022-10-07 09:09:15 status unpacked libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status half-configured libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status installed libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 configure bash:amd64 4.3-14ubuntu1 <none>
2022-10-07 09:09:15 status unpacked bash:amd64 4.3-14ubuntu1
2022-10-07 09:09:15 status unpacked bash:amd64 4.3-14ubuntu1
2022-10-07 09:09:15 status unpacked bash:amd64 4.3-14ubuntu1
2022-10-07 09:09:15 status unpacked bash:amd64 4.3-14ubuntu1
2022-10-07 09:09:15 status unpacked bash:amd64 4.3-14ubuntu1
2022-10-07 09:09:15 status half-configured bash:amd64 4.3-14ubuntu1
2022-10-07 09:09:15 status installed bash:amd64 4.3-14ubuntu1
2022-10-07 09:09:15 configure libpam-modules:amd64 1.1.8-3.2ubuntu2 <none>
2022-10-07 09:09:15 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status half-configured libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status installed libpam-modules:amd64 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 configure libpam-runtime:all 1.1.8-3.2ubuntu2 <none>
2022-10-07 09:09:15 status unpacked libpam-runtime:all 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-runtime:all 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status unpacked libpam-runtime:all 1.1.8-3.2ubuntu2
2022-10-07 09:09:15 status half-configured libpam-runtime:all 1.1.8-3.2ubuntu2
2022-10-07 09:09:16 status installed libpam-runtime:all 1.1.8-3.2ubuntu2
2022-10-07 09:09:16 configure passwd:amd64 1:4.2-3.1ubuntu5 <none>
2022-10-07 09:09:16 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status half-configured passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status installed passwd:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 configure login:amd64 1:4.2-3.1ubuntu5 <none>
2022-10-07 09:09:16 status unpacked login:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked login:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked login:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked login:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status unpacked login:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status half-configured login:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 status installed login:amd64 1:4.2-3.1ubuntu5
2022-10-07 09:09:16 configure adduser:all 3.113+nmu3ubuntu4 <none>
2022-10-07 09:09:16 status unpacked adduser:all 3.113+nmu3ubuntu4
2022-10-07 09:09:16 status unpacked adduser:all 3.113+nmu3ubuntu4
2022-10-07 09:09:16 status half-configured adduser:all 3.113+nmu3ubuntu4
2022-10-07 09:09:16 status installed adduser:all 3.113+nmu3ubuntu4
2022-10-07 09:09:16 configure libuuid1:amd64 2.27.1-6ubuntu3 <none>
2022-10-07 09:09:16 status unpacked libuuid1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status half-configured libuuid1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status installed libuuid1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 configure libblkid1:amd64 2.27.1-6ubuntu3 <none>
2022-10-07 09:09:16 status unpacked libblkid1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status half-configured libblkid1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status installed libblkid1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 configure libmount1:amd64 2.27.1-6ubuntu3 <none>
2022-10-07 09:09:16 status unpacked libmount1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status half-configured libmount1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status installed libmount1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 configure libcryptsetup4:amd64 2:1.6.6-5ubuntu2 <none>
2022-10-07 09:09:16 status unpacked libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2022-10-07 09:09:16 status half-configured libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2022-10-07 09:09:16 status installed libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2022-10-07 09:09:16 configure mount:amd64 2.27.1-6ubuntu3 <none>
2022-10-07 09:09:16 status unpacked mount:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status half-configured mount:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status installed mount:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 configure libfdisk1:amd64 2.27.1-6ubuntu3 <none>
2022-10-07 09:09:16 status unpacked libfdisk1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status half-configured libfdisk1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 status installed libfdisk1:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:16 configure initscripts:amd64 2.88dsf-59.3ubuntu2 <none>
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:16 status half-configured initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:17 status installed initscripts:amd64 2.88dsf-59.3ubuntu2
2022-10-07 09:09:17 configure util-linux:amd64 2.27.1-6ubuntu3 <none>
2022-10-07 09:09:17 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 status half-configured util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 status installed util-linux:amd64 2.27.1-6ubuntu3
2022-10-07 09:09:17 configure e2fsprogs:amd64 1.42.13-1ubuntu1 <none>
2022-10-07 09:09:17 status unpacked e2fsprogs:amd64 1.42.13-1ubuntu1
2022-10-07 09:09:17 status unpacked e2fsprogs:amd64 1.42.13-1ubuntu1
2022-10-07 09:09:17 status half-configured e2fsprogs:amd64 1.42.13-1ubuntu1
2022-10-07 09:09:17 status installed e2fsprogs:amd64 1.42.13-1ubuntu1
2022-10-07 09:09:17 configure procps:amd64 2:3.3.10-4ubuntu2 <none>
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:17 status half-configured procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:18 status installed procps:amd64 2:3.3.10-4ubuntu2
2022-10-07 09:09:18 configure systemd:amd64 229-4ubuntu4 <none>
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status unpacked systemd:amd64 229-4ubuntu4
2022-10-07 09:09:18 status half-configured systemd:amd64 229-4ubuntu4
2022-10-07 09:09:19 status installed systemd:amd64 229-4ubuntu4
2022-10-07 09:09:19 configure systemd-sysv:amd64 229-4ubuntu4 <none>
2022-10-07 09:09:19 status unpacked systemd-sysv:amd64 229-4ubuntu4
2022-10-07 09:09:19 status half-configured systemd-sysv:amd64 229-4ubuntu4
2022-10-07 09:09:19 status installed systemd-sysv:amd64 229-4ubuntu4
2022-10-07 09:09:19 configure init:amd64 1.29ubuntu1 <none>
2022-10-07 09:09:19 status unpacked init:amd64 1.29ubuntu1
2022-10-07 09:09:19 status half-configured init:amd64 1.29ubuntu1
2022-10-07 09:09:19 status installed init:amd64 1.29ubuntu1
2022-10-07 09:09:19 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2022-10-07 09:09:19 status half-configured libc-bin:amd64 2.23-0ubuntu3
2022-10-07 09:09:19 status installed libc-bin:amd64 2.23-0ubuntu3
2022-10-07 09:09:21 startup archives install
2022-10-07 09:09:21 install libexpat1:amd64 <none> 2.1.0-7
2022-10-07 09:09:21 status half-installed libexpat1:amd64 2.1.0-7
2022-10-07 09:09:21 status unpacked libexpat1:amd64 2.1.0-7
2022-10-07 09:09:21 status unpacked libexpat1:amd64 2.1.0-7
2022-10-07 09:09:21 install libpython3.5-minimal:amd64 <none> 3.5.1-10
2022-10-07 09:09:21 status half-installed libpython3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:21 status unpacked libpython3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:21 status unpacked libpython3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:21 install libssl1.0.0:amd64 <none> 1.0.2g-1ubuntu4
2022-10-07 09:09:21 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2022-10-07 09:09:21 status half-installed libssl1.0.0:amd64 1.0.2g-1ubuntu4
2022-10-07 09:09:21 status unpacked libssl1.0.0:amd64 1.0.2g-1ubuntu4
2022-10-07 09:09:21 status unpacked libssl1.0.0:amd64 1.0.2g-1ubuntu4
2022-10-07 09:09:21 install python3-minimal:amd64 <none> 3.5.1-3
2022-10-07 09:09:21 status half-installed python3-minimal:amd64 3.5.1-3
2022-10-07 09:09:21 status unpacked python3-minimal:amd64 3.5.1-3
2022-10-07 09:09:21 status unpacked python3-minimal:amd64 3.5.1-3
2022-10-07 09:09:21 install python3.5-minimal:amd64 <none> 3.5.1-10
2022-10-07 09:09:21 status half-installed python3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:22 status unpacked python3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:22 status unpacked python3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:22 configure libexpat1:amd64 2.1.0-7 2.1.0-7
2022-10-07 09:09:22 status unpacked libexpat1:amd64 2.1.0-7
2022-10-07 09:09:22 status half-configured libexpat1:amd64 2.1.0-7
2022-10-07 09:09:22 status installed libexpat1:amd64 2.1.0-7
2022-10-07 09:09:22 configure libssl1.0.0:amd64 1.0.2g-1ubuntu4 1.0.2g-1ubuntu4
2022-10-07 09:09:22 status unpacked libssl1.0.0:amd64 1.0.2g-1ubuntu4
2022-10-07 09:09:22 status half-configured libssl1.0.0:amd64 1.0.2g-1ubuntu4
2022-10-07 09:09:22 status installed libssl1.0.0:amd64 1.0.2g-1ubuntu4
2022-10-07 09:09:22 configure libpython3.5-minimal:amd64 3.5.1-10 3.5.1-10
2022-10-07 09:09:22 status unpacked libpython3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:22 status unpacked libpython3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:22 status half-configured libpython3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:22 status installed libpython3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:22 configure python3.5-minimal:amd64 3.5.1-10 3.5.1-10
2022-10-07 09:09:22 status unpacked python3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:22 status half-configured python3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:23 status installed python3.5-minimal:amd64 3.5.1-10
2022-10-07 09:09:23 configure python3-minimal:amd64 3.5.1-3 3.5.1-3
2022-10-07 09:09:23 status unpacked python3-minimal:amd64 3.5.1-3
2022-10-07 09:09:23 status half-configured python3-minimal:amd64 3.5.1-3
2022-10-07 09:09:23 status installed python3-minimal:amd64 3.5.1-3
2022-10-07 09:09:23 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2022-10-07 09:09:23 status half-configured libc-bin:amd64 2.23-0ubuntu3
2022-10-07 09:09:23 status installed libc-bin:amd64 2.23-0ubuntu3
2022-10-07 09:09:24 startup archives unpack
2022-10-07 09:09:24 install apt:amd64 <none> 1.2.10ubuntu1
2022-10-07 09:09:24 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2022-10-07 09:09:24 status half-installed apt:amd64 1.2.10ubuntu1
2022-10-07 09:09:24 status unpacked apt:amd64 1.2.10ubuntu1
2022-10-07 09:09:24 status unpacked apt:amd64 1.2.10ubuntu1
2022-10-07 09:09:24 install apt-utils:amd64 <none> 1.2.10ubuntu1
2022-10-07 09:09:24 status half-installed apt-utils:amd64 1.2.10ubuntu1
2022-10-07 09:09:24 status unpacked apt-utils:amd64 1.2.10ubuntu1
2022-10-07 09:09:24 status unpacked apt-utils:amd64 1.2.10ubuntu1
2022-10-07 09:09:24 install busybox-initramfs:amd64 <none> 1:1.22.0-15ubuntu1
2022-10-07 09:09:24 status half-installed busybox-initramfs:amd64 1:1.22.0-15ubuntu1
2022-10-07 09:09:24 status unpacked busybox-initramfs:amd64 1:1.22.0-15ubuntu1
2022-10-07 09:09:24 status unpacked busybox-initramfs:amd64 1:1.22.0-15ubuntu1
2022-10-07 09:09:24 install bzip2:amd64 <none> 1.0.6-8
2022-10-07 09:09:24 status half-installed bzip2:amd64 1.0.6-8
2022-10-07 09:09:24 status unpacked bzip2:amd64 1.0.6-8
2022-10-07 09:09:24 status unpacked bzip2:amd64 1.0.6-8
2022-10-07 09:09:24 install console-setup:all <none> 1.108ubuntu15
2022-10-07 09:09:24 status half-installed console-setup:all 1.108ubuntu15
2022-10-07 09:09:24 status unpacked console-setup:all 1.108ubuntu15
2022-10-07 09:09:24 status unpacked console-setup:all 1.108ubuntu15
2022-10-07 09:09:24 install console-setup-linux:all <none> 1.108ubuntu15
2022-10-07 09:09:24 status half-installed console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:25 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:25 status unpacked console-setup-linux:all 1.108ubuntu15
2022-10-07 09:09:25 install cpio:amd64 <none> 2.11+dfsg-5ubuntu1
2022-10-07 09:09:25 status half-installed cpio:amd64 2.11+dfsg-5ubuntu1
2022-10-07 09:09:25 status unpacked cpio:amd64 2.11+dfsg-5ubuntu1
2022-10-07 09:09:25 status unpacked cpio:amd64 2.11+dfsg-5ubuntu1
2022-10-07 09:09:25 install cron:amd64 <none> 3.0pl1-128ubuntu2
2022-10-07 09:09:25 status half-installed cron:amd64 3.0pl1-128ubuntu2
2022-10-07 09:09:25 status triggers-pending systemd:amd64 229-4ubuntu4
2022-10-07 09:09:25 status unpacked cron:amd64 3.0pl1-128ubuntu2
2022-10-07 09:09:25 status unpacked cron:amd64 3.0pl1-128ubuntu2
2022-10-07 09:09:25 install debconf-i18n:all <none> 1.5.58ubuntu1
2022-10-07 09:09:25 status half-installed debconf-i18n:all 1.5.58ubuntu1
2022-10-07 09:09:25 status unpacked debconf-i18n:all 1.5.58ubuntu1
2022-10-07 09:09:25 status unpacked debconf-i18n:all 1.5.58ubuntu1
2022-10-07 09:09:25 install dh-python:all <none> 2.20151103ubuntu1
2022-10-07 09:09:25 status half-installed dh-python:all 2.20151103ubuntu1
2022-10-07 09:09:25 status unpacked dh-python:all 2.20151103ubuntu1
2022-10-07 09:09:25 status unpacked dh-python:all 2.20151103ubuntu1
2022-10-07 09:09:25 install distro-info-data:all <none> 0.28
2022-10-07 09:09:25 status half-installed distro-info-data:all 0.28
2022-10-07 09:09:25 status unpacked distro-info-data:all 0.28
2022-10-07 09:09:25 status unpacked distro-info-data:all 0.28
2022-10-07 09:09:25 install eject:amd64 <none> 2.1.5+deb1+cvs20081104-13.1
2022-10-07 09:09:25 status half-installed eject:amd64 2.1.5+deb1+cvs20081104-13.1
2022-10-07 09:09:25 status unpacked eject:amd64 2.1.5+deb1+cvs20081104-13.1
2022-10-07 09:09:25 status unpacked eject:amd64 2.1.5+deb1+cvs20081104-13.1
2022-10-07 09:09:25 install file:amd64 <none> 1:5.25-2ubuntu1
2022-10-07 09:09:25 status half-installed file:amd64 1:5.25-2ubuntu1
2022-10-07 09:09:25 status unpacked file:amd64 1:5.25-2ubuntu1
2022-10-07 09:09:25 status unpacked file:amd64 1:5.25-2ubuntu1
2022-10-07 09:09:25 install gcc-5-base:amd64 <none> 5.3.1-14ubuntu2
2022-10-07 09:09:25 status half-installed gcc-5-base:amd64 5.3.1-14ubuntu2
2022-10-07 09:09:25 status unpacked gcc-5-base:amd64 5.3.1-14ubuntu2
2022-10-07 09:09:25 status unpacked gcc-5-base:amd64 5.3.1-14ubuntu2
2022-10-07 09:09:25 install gnupg:amd64 <none> 1.4.20-1ubuntu3
2022-10-07 09:09:25 status half-installed gnupg:amd64 1.4.20-1ubuntu3
2022-10-07 09:09:26 status unpacked gnupg:amd64 1.4.20-1ubuntu3
2022-10-07 09:09:26 status unpacked gnupg:amd64 1.4.20-1ubuntu3
2022-10-07 09:09:26 install gpgv:amd64 <none> 1.4.20-1ubuntu3
2022-10-07 09:09:26 status half-installed gpgv:amd64 1.4.20-1ubuntu3
2022-10-07 09:09:26 status unpacked gpgv:amd64 1.4.20-1ubuntu3
2022-10-07 09:09:26 status unpacked gpgv:amd64 1.4.20-1ubuntu3
2022-10-07 09:09:26 install ifupdown:amd64 <none> 0.8.10ubuntu1
2022-10-07 09:09:26 status half-installed ifupdown:amd64 0.8.10ubuntu1
2022-10-07 09:09:26 status unpacked ifupdown:amd64 0.8.10ubuntu1
2022-10-07 09:09:26 status unpacked ifupdown:amd64 0.8.10ubuntu1
2022-10-07 09:09:26 install initramfs-tools:all <none> 0.122ubuntu8
2022-10-07 09:09:26 status half-installed initramfs-tools:all 0.122ubuntu8
2022-10-07 09:09:26 status unpacked initramfs-tools:all 0.122ubuntu8
2022-10-07 09:09:26 status unpacked initramfs-tools:all 0.122ubuntu8
2022-10-07 09:09:26 install initramfs-tools-bin:amd64 <none> 0.122ubuntu8
2022-10-07 09:09:26 status half-installed initramfs-tools-bin:amd64 0.122ubuntu8
2022-10-07 09:09:26 status unpacked initramfs-tools-bin:amd64 0.122ubuntu8
2022-10-07 09:09:26 status unpacked initramfs-tools-bin:amd64 0.122ubuntu8
2022-10-07 09:09:26 install initramfs-tools-core:all <none> 0.122ubuntu8
2022-10-07 09:09:26 status half-installed initramfs-tools-core:all 0.122ubuntu8
2022-10-07 09:09:26 status unpacked initramfs-tools-core:all 0.122ubuntu8
2022-10-07 09:09:26 status unpacked initramfs-tools-core:all 0.122ubuntu8
2022-10-07 09:09:26 install iproute2:amd64 <none> 4.3.0-1ubuntu3
2022-10-07 09:09:26 status half-installed iproute2:amd64 4.3.0-1ubuntu3
2022-10-07 09:09:26 status unpacked iproute2:amd64 4.3.0-1ubuntu3
2022-10-07 09:09:26 status unpacked iproute2:amd64 4.3.0-1ubuntu3
